K, MeanJaccardScore
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 0.0
10, 0.0
11, 0.0
12, 0.0
13, 0.0
14, 0.0
15, 0.06666666666666667
16, 0.0
17, 0.0
18, 0.05555555555555555
19, 0.0
20, 0.0
21, 0.0
22, 0.0
23, 0.0
24, 0.0
25, 0.0
26, 0.0
27, 0.0
28, 0.0
29, 0.0
30, 0.0
31, 0.0
32, 0.0
33, 0.030303030303030304
34, 0.0
35, 0.0
36, 0.0
37, 0.0
38, 0.02631578947368421
39, 0.0
40, 0.0
41, 0.024390243902439025
42, 0.023809523809523808
43, 0.0
44, 0.0
45, 0.0
46, 0.0
47, 0.0
48, 0.0
49, 0.0
50, 0.0
51, 0.0
52, 0.038461538461538464
53, 0.018867924528301886
54, 0.0
55, 0.0
56, 0.017857142857142856
57, 0.017543859649122806
58, 0.017241379310344827
59, 0.0
60, 0.0
61, 0.01639344262295082
62, 0.016129032258064516
63, 0.0
64, 0.0
65, 0.0
66, 0.0
67, 0.0
68, 0.0
69, 0.028985507246376812
70, 0.0
71, 0.0
72, 0.013888888888888888
73, 0.0
74, 0.013513513513513514
75, 0.013333333333333334
76, 0.013157894736842105
77, 0.0
78, 0.02564102564102564
79, 0.0
80, 0.0125
81, 0.0
82, 0.0
83, 0.012048192771084338
84, 0.011904761904761904
85, 0.023529411764705882
86, 0.023255813953488372
87, 0.022988505747126436
88, 0.011363636363636364
89, 0.0
90, 0.0
91, 0.0
92, 0.0
93, 0.021505376344086023
94, 0.02127659574468085
95, 0.010526315789473684
96, 0.010416666666666666
97, 0.0
98, 0.01020408163265306
99, 0.0
100, 0.0
101, 0.0
102, 0.00980392156862745
103, 0.009708737864077669
104, 0.0
105, 0.02857142857142857
106, 0.0
107, 0.009345794392523364
108, 0.027777777777777776
109, 0.009174311926605505
110, 0.00909090909090909
111, 0.0
112, 0.0
113, 0.0
114, 0.0
115, 0.0
116, 0.0
117, 0.008547008547008548
118, 0.0
119, 0.0
120, 0.016666666666666666
121, 0.0
122, 0.00819672131147541
123, 0.008130081300813009
124, 0.008064516129032258
125, 0.016
126, 0.0
127, 0.0
128, 0.015625
129, 0.015503875968992248
130, 0.007692307692307693
131, 0.022900763358778626
132, 0.007575757575757576
133, 0.007518796992481203
134, 0.0
135, 0.007407407407407408
136, 0.014705882352941176
137, 0.014598540145985401
138, 0.007246376811594203
139, 0.0
140, 0.0
141, 0.0
142, 0.02112676056338028
143, 0.02097902097902098
144, 0.006944444444444444
145, 0.020689655172413793
146, 0.00684931506849315
147, 0.013605442176870748
148, 0.006756756756756757
149, 0.006711409395973154
150, 0.013333333333333334
151, 0.013245033112582781
152, 0.006578947368421052
153, 0.013071895424836602
154, 0.01948051948051948
155, 0.0064516129032258064
156, 0.019230769230769232
157, 0.012738853503184714
158, 0.012658227848101266
159, 0.0
160, 0.0
161, 0.0
162, 0.0
