K, MeanJaccardScore
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 0.0
10, 0.0
11, 0.0
12, 0.0
13, 0.0
14, 0.07142857142857142
15, 0.0
16, 0.0
17, 0.0
18, 0.0
19, 0.05263157894736842
20, 0.0
21, 0.0
22, 0.0
23, 0.0
24, 0.0
25, 0.0
26, 0.038461538461538464
27, 0.037037037037037035
28, 0.0
29, 0.034482758620689655
30, 0.0
31, 0.03225806451612903
32, 0.0
33, 0.030303030303030304
34, 0.0
35, 0.0
36, 0.027777777777777776
37, 0.0
38, 0.0
39, 0.0
40, 0.0
41, 0.024390243902439025
42, 0.0
43, 0.0
44, 0.0
45, 0.0
46, 0.021739130434782608
47, 0.0
48, 0.020833333333333332
49, 0.0
50, 0.0
51, 0.0
52, 0.0
53, 0.018867924528301886
54, 0.018518518518518517
55, 0.0
56, 0.0
57, 0.0
58, 0.0
59, 0.01694915254237288
60, 0.0
61, 0.0
62, 0.016129032258064516
63, 0.0
64, 0.0
65, 0.0
66, 0.0
67, 0.0
68, 0.014705882352941176
69, 0.0
70, 0.02857142857142857
71, 0.0
72, 0.027777777777777776
73, 0.0136986301369863
74, 0.0
75, 0.02666666666666667
76, 0.0
77, 0.03896103896103896
78, 0.01282051282051282
79, 0.0
80, 0.0
81, 0.0
82, 0.0
83, 0.012048192771084338
84, 0.0
85, 0.023529411764705882
86, 0.011627906976744186
87, 0.011494252873563218
88, 0.0
89, 0.0
90, 0.011111111111111112
91, 0.04395604395604396
92, 0.0
93, 0.010752688172043012
94, 0.010638297872340425
95, 0.0
96, 0.010416666666666666
97, 0.020618556701030927
98, 0.02040816326530612
99, 0.0
100, 0.0
101, 0.009900990099009901
102, 0.0
103, 0.019417475728155338
104, 0.009615384615384616
105, 0.01904761904761905
106, 0.009433962264150943
107, 0.0
108, 0.018518518518518517
109, 0.009174311926605505
110, 0.0
111, 0.04504504504504504
112, 0.008928571428571428
113, 0.017699115044247787
114, 0.017543859649122806
115, 0.0
116, 0.017241379310344827
117, 0.0
118, 0.00847457627118644
119, 0.025210084033613446
120, 0.016666666666666666
121, 0.01652892561983471
122, 0.0
123, 0.008130081300813009
124, 0.0
125, 0.0
126, 0.007936507936507936
127, 0.031496062992125984
128, 0.0
129, 0.0
130, 0.007692307692307693
131, 0.007633587786259542
132, 0.022727272727272728
133, 0.0
134, 0.022388059701492536
135, 0.022222222222222223
136, 0.0
137, 0.0072992700729927005
138, 0.007246376811594203
139, 0.0
140, 0.007142857142857143
141, 0.014184397163120567
142, 0.028169014084507043
143, 0.0
144, 0.006944444444444444
145, 0.006896551724137931
146, 0.03424657534246575
147, 0.0
148, 0.006756756756756757
149, 0.013422818791946308
150, 0.02666666666666667
151, 0.0
152, 0.0
153, 0.006535947712418301
154, 0.012987012987012988
155, 0.0064516129032258064
156, 0.01282051282051282
157, 0.03184713375796178
158, 0.006329113924050633
