Groupe	Moyenne_Densité	Écart_Type_Densité
1	1E-10	1,732E-10
2	1E-10	1,414E-10
3	2E-10	2E-10
4	2E-10	1,414E-10
5	1E-10	1E-10
6	1E-10	1E-10
7	1E-10	1E-10
8	1E-10	1E-10
9	1E-10	0E0
10	1E-10	0E0
