Groupe	Moyenne_Densité	Écart_Type_Densité
1	0E0	0E0
2	0E0	0E0
3	0E0	0E0
4	0E0	0E0
5	0E0	0E0
6	0E0	0E0
7	1,9E-9	1,364E-8
8	2,42E-8	1,691E-7
9	0E0	0E0
10	7,6E-8	5,247E-7
