constraintNumber,query,resultNbDraws,resultCPUTime,resultFrequency
1,"[Inc(m':  6, v': 0.175)]",100.0,1.3797000000000001,0.41457291666666674
2,"[Inc(m':  6, v': 0.175), Inc(m':  1, v': 121.0)]",105.6,1.456,0.42387890624999996
3,"[Inc(m':  6, v': 0.175), Inc(m':  1, v': 121.0), Inc(m':  1, v': 148.0)]",126.7,1.7674,0.4370533854166666
4,"[Inc(m':  6, v': 0.175), Inc(m':  1, v': 121.0), Inc(m':  1, v': 148.0), Inc(m':  2, v': 95.0)]",229.1,3.1769000000000003,0.4581210937500001
5,"[Inc(m':  6, v': 0.175), Inc(m':  1, v': 121.0), Inc(m':  1, v': 148.0), Inc(m':  2, v': 95.0), Inc(m':  1, v': 65.0)]",229.1,3.187,0.4581210937500001
6,"[Inc(m':  6, v': 0.175), Inc(m':  1, v': 121.0), Inc(m':  1, v': 148.0), Inc(m':  2, v': 95.0), Inc(m':  1, v': 65.0), Inc(m':  3, v': 32.0)]",246.8,3.4239,0.46615104166666665
7,"[Inc(m':  6, v': 0.175), Inc(m':  1, v': 121.0), Inc(m':  1, v': 148.0), Inc(m':  2, v': 95.0), Inc(m':  1, v': 65.0), Inc(m':  3, v': 32.0), Inc(m':  2, v': 74.0)]",246.8,3.4239,0.46615104166666665
8,"[Inc(m':  6, v': 0.175), Inc(m':  1, v': 121.0), Inc(m':  1, v': 148.0), Inc(m':  2, v': 95.0), Inc(m':  1, v': 65.0), Inc(m':  3, v': 32.0), Inc(m':  2, v': 74.0), Inc(m':  0, v': 10.0)]",313.9,4.3656999999999995,0.4797447916666667
