Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,13400	0,05657	2,397E1	9,935E0
2	0,25080	0,02297	2,798E1	9,122E0
3	0,31333	0,01572	3,474E1	1,183E1
4	0,36960	0,01809	3,917E1	1,265E1
5	0,42747	0,01390	4,375E1	1,304E1
6	0,47120	0,01376	5,231E1	1,668E1
7	0,52400	0,01622	5,799E1	1,535E1
8	0,58187	0,01467	7,02E1	2,498E1
9	0,64493	0,02060	8,146E1	2,457E1
10	0,79760	0,06697	1,256E2	2,83E1
