Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,05690	0,02153	1,575E14	2,442E14
2	0,10810	0,01315	9,667E13	1,746E14
3	0,14845	0,00980	2,069E14	5,665E14
4	0,18466	0,00992	3,71E14	9,569E14
5	0,21603	0,00919	4,015E14	1,104E15
6	0,25621	0,01433	4,906E14	1,339E15
7	0,30121	0,01136	3,417E14	4,544E14
8	0,33966	0,01368	6,177E14	1,053E15
9	0,40052	0,02134	5,94E14	6,031E14
10	0,51138	0,07754	1,74E15	2,033E15
