Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,01541	0,00556	1,863E9	1,641E9
2	0,03393	0,00603	3,568E9	4,717E9
3	0,05415	0,00662	3,969E9	3,351E9
4	0,07452	0,00600	4,606E9	3,333E9
5	0,10163	0,00889	5,113E9	3,927E9
6	0,12815	0,00825	5,656E9	5,059E9
7	0,16393	0,01149	7,44E9	8,046E9
8	0,21207	0,01569	9,781E9	6,104E9
9	0,29156	0,02991	1,233E10	8,587E9
10	0,48415	0,12844	1,978E10	1,595E10
