Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,13089	0,04013	3,755E12	4,179E12
2	0,22536	0,02202	3,318E12	4,124E12
3	0,28893	0,01387	3,474E12	3,785E12
4	0,33880	0,01203	3,473E12	4,54E12
5	0,38198	0,01588	4,276E12	5,668E12
6	0,42896	0,01226	5,44E12	7,115E12
7	0,47341	0,01343	4,837E12	3,893E12
8	0,54010	0,02377	5,533E12	4,227E12
9	0,61674	0,01997	7,6E12	6,103E12
10	0,72495	0,05308	1,267E13	9,353E12
