Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00488	0,00092	1,006E1	1,361E1
2	0,01042	0,00194	2,203E1	2,86E1
3	0,01925	0,00342	4,367E1	1,059E2
4	0,03202	0,00545	2,539E1	4,206E1
5	0,05390	0,00685	1,645E1	2,315E1
6	0,08282	0,00979	2,047E1	2,441E1
7	0,11925	0,01206	1,876E1	2,567E1
8	0,17624	0,02558	2,106E1	2,712E1
9	0,29418	0,03967	1,635E1	2,379E1
10	0,45371	0,06397	3,851E1	7,155E1
