Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00483	0,00000	3,377E-37	1,426E-36
2	0,00483	0,00000	7,137E-38	2,275E-37
3	0,00483	0,00000	9,558E-38	2,828E-37
4	0,00483	0,00000	1,267E-37	3,726E-37
5	0,00483	0,00000	4,302E-38	1,215E-37
6	0,00483	0,00000	1,309E-37	3,152E-37
7	0,00483	0,00000	3,299E-37	1,456E-36
8	0,00483	0,00000	3,826E-37	2,11E-36
9	0,00560	0,00177	8,288E-37	4,044E-36
10	0,01072	0,00402	6,864E-37	3,489E-36
