Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,02593	0,01470	1,817E22	4,337E22
2	0,06507	0,00663	4,469E22	1,444E23
3	0,08967	0,00866	5,367E22	1,656E23
4	0,11971	0,00744	1,717E22	2,502E22
5	0,14526	0,00752	5,437E22	8,219E22
6	0,17053	0,00727	4,224E22	9,913E22
7	0,20297	0,01343	8,583E22	2,409E23
8	0,26498	0,02338	5,289E22	1,528E23
9	0,34928	0,03315	6,983E22	2,026E23
10	0,52498	0,11463	2,128E23	5,317E23
