Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,01042	0,00000	4,884E0	4,86E0
2	0,01813	0,00457	9,151E0	1,063E1
3	0,02771	0,00493	1,166E1	1,215E1
4	0,03771	0,00506	1,667E1	1,57E1
5	0,05313	0,00312	3,059E1	4,014E1
6	0,06667	0,00510	3,001E1	1,264E1
7	0,08583	0,00708	3,683E1	2,645E1
8	0,11333	0,00969	5,116E1	3,078E1
9	0,15521	0,01370	8,204E1	5,484E1
10	0,23687	0,05765	1,385E2	9,361E1
