Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00130	0,00000	2,178E9	3,516E9
2	0,00135	0,00026	3,385E9	5,737E9
3	0,00260	0,00000	3,166E9	5,383E9
4	0,00349	0,00061	9,575E9	2,267E10
5	0,00523	0,00096	6,343E9	1,034E10
6	0,00724	0,00065	1,251E10	2,712E10
7	0,00977	0,00111	1,969E10	2,806E10
8	0,01458	0,00205	2,686E10	3,917E10
9	0,02409	0,00302	4,15E10	5,888E10
10	0,04951	0,02320	1,827E11	4,205E11
