Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00483	0,00000	2,311E-55	1,123E-54
2	0,00483	0,00000	3,449E-53	1,462E-52
3	0,00483	0,00000	1,634E-55	9,689E-55
4	0,00483	0,00000	5,166E-54	3,19E-53
5	0,00483	0,00000	4,343E-55	2,791E-54
6	0,00483	0,00000	1,567E-56	6,891E-56
7	0,00483	0,00000	1,661E-55	7,673E-55
8	0,00483	0,00000	6,016E-55	2,967E-54
9	0,00483	0,00000	1,68E-56	9,727E-56
10	0,00483	0,00000	1,695E-53	1,167E-52
