Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00478	0,00000	1,772E20	1,031E21
2	0,00794	0,00227	1,454E19	5,704E19
3	0,01120	0,00227	4,112E19	1,701E20
4	0,01455	0,00094	5,764E19	1,669E20
5	0,02105	0,00234	4,909E20	3,192E21
6	0,02842	0,00294	5,011E19	1,107E20
7	0,03847	0,00417	2,561E20	9,217E20
8	0,05321	0,00547	1,913E20	6,81E20
9	0,07675	0,00800	1,914E20	4,659E20
10	0,13541	0,04116	4,756E20	1,962E21
