Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,01407	0,00579	4,144E24	9,978E24
2	0,03259	0,00629	4,89E25	1,797E26
3	0,05067	0,00581	2,116E25	5,166E25
4	0,06711	0,00543	7,643E24	1,984E25
5	0,08667	0,00559	3,118E25	1,482E26
6	0,11422	0,00826	1,638E26	7,416E26
7	0,14030	0,00817	7,737E25	2,182E26
8	0,17659	0,01311	3,39E25	9,146E25
9	0,22385	0,01277	1,264E26	3,735E26
10	0,32326	0,05995	1,303E26	3,509E26
