Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,05738	0,02246	3,126E0	4,359E0
2	0,12462	0,02006	5,258E0	5,162E0
3	0,18985	0,01991	8,256E0	8,822E0
4	0,24585	0,01507	9,874E0	9,469E0
5	0,29600	0,01501	1,139E1	1,142E1
6	0,35938	0,02408	1,404E1	1,325E1
7	0,42554	0,01730	2,231E1	1,116E1
8	0,50538	0,03519	3,034E1	1,44E1
9	0,63077	0,03750	4,237E1	1,115E1
10	0,79354	0,05172	6,187E1	1,377E1
