Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00931	0,00291	5,826E5	3,807E6
2	0,01884	0,00320	3,551E4	2,367E5
3	0,03069	0,00367	3,034E4	1,954E5
4	0,04339	0,00423	1,214E5	5,488E5
5	0,05968	0,00540	1,95E5	1,182E6
6	0,07873	0,00658	4,274E5	1,808E6
7	0,10212	0,00828	7,671E5	3,277E6
8	0,13228	0,00833	8,971E5	2,721E6
9	0,17481	0,01680	1,991E5	1,223E6
10	0,30656	0,08476	4,634E6	1,159E7
