Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00740	0,00234	1,013E-2	2,536E-2
2	0,01364	0,00130	1,573E-2	5,702E-2
3	0,01864	0,00142	1,343E-2	2,531E-2
4	0,02435	0,00162	2,035E-2	5,548E-2
5	0,03091	0,00320	3,154E-2	5,496E-2
6	0,03981	0,00289	4,531E-2	9,031E-2
7	0,05240	0,00411	5,016E-2	8,343E-2
8	0,06948	0,00482	5,782E-2	8,048E-2
9	0,08955	0,00930	9,938E-2	1,276E-1
10	0,16591	0,05469	3,342E-1	4,223E-1
