Iteration,IP_CPU_Time(ms)
0,0.0
1,0.5578362
2,0.41648630000000003
3,0.3815074
4,0.3697001000000001
5,0.5055259000000001
6,0.5426225
7,0.3938589
8,0.3864969
9,0.3389292
10,0.4047434
11,0.3481961
12,0.39971290000000004
13,0.42258510000000005
14,0.34086580000000005
15,0.33702550000000003
16,0.3853291
17,0.3642487
18,0.6250744
19,0.45834090000000005
20,0.4276859999999999
21,0.48890530000000004
22,0.4069711
23,0.22956390000000004
24,0.38561049999999997
25,0.4061446
26,0.45942760000000005
27,0.40200070000000004
28,0.40119319999999997
29,0.4314608000000001
30,0.43261710000000003
31,0.30779029999999996
32,0.48167679999999996
33,0.43307519999999994
34,0.4383522
35,0.44132629999999995
36,0.4266232
37,0.4515726
38,0.3614664
39,0.3794801
40,0.33371110000000004
41,0.3583951
42,0.44657350000000007
43,0.38930679999999995
44,0.45117589999999996
45,0.3498267
46,0.49908539999999996
47,0.4608238
48,0.4255776
49,0.41175269999999997
50,0.5568503
51,0.4945117
52,0.4904208
53,0.36525759999999996
54,0.3812128
55,0.5270173
56,0.36248060000000004
57,0.40192500000000003
58,0.45239970000000007
59,0.5363353
60,0.4588585
61,0.5182743000000001
62,0.4821605
63,0.3844411
64,0.3663811
65,0.3324989
66,0.3469251
67,0.3214985
68,0.32307820000000004
69,0.347476
70,0.3320757
71,0.4227561000000001
72,0.3080967
73,0.4174194
74,0.4984505
75,0.4345568
76,0.37949240000000006
77,0.36908480000000005
78,0.31195660000000003
79,0.4147125
80,0.39759370000000005
81,0.40703560000000005
82,0.4496347000000001
83,0.4676940000000001
84,0.37580469999999994
85,0.46819160000000004
86,0.3787233
87,0.4516483
88,0.42137839999999993
89,0.6379031000000002
90,0.3822259
91,0.4965165000000001
92,0.6694284
93,0.43687070000000006
94,0.4238462
95,0.38595559999999995
96,0.3902506
97,0.36289059999999995
98,0.405027
99,0.3379655
100,0.31114759999999997
101,0.4570436
102,0.47340029999999994
103,0.5026528000000001
104,0.46161339999999995
105,0.5352659
106,0.4240857
107,0.3550695
108,0.5417235999999999
109,0.4685029000000001
110,0.4726551
111,0.4064514
112,0.3753577
113,0.4012657
114,0.4028129
115,0.31090950000000006
116,0.3522769
117,0.4654994
118,0.4031162999999999
119,0.5277464
120,0.321507
121,0.3876311
122,0.34574850000000007
123,0.27280830000000006
124,0.4230435
125,0.29383830000000005
126,0.45361270000000004
127,0.32475170000000003
128,0.2643953
129,0.5260798
130,0.45462860000000005
131,0.25851999999999997
132,0.3489726
133,0.39773230000000004
134,0.30005420000000005
135,0.48006139999999997
136,0.4312832000000001
137,0.43906340000000005
138,0.35788509999999996
139,0.3387157
140,0.3933123
141,0.5148312999999999
142,0.4470206
143,0.4906574
144,0.3713217
145,0.44517110000000004
146,0.35812419999999995
147,0.4334421
148,0.6213357
149,0.5275487
150,0.38456080000000004
151,0.36023419999999995
152,0.5660598
153,0.44497120000000007
154,0.3593318
155,0.40146029999999994
156,0.38006019999999996
157,0.4210717
158,0.33644359999999995
159,0.4286172
160,0.49404860000000006
161,0.47838630000000004
162,0.3286059
163,0.5120921
