K, MeanJaccardScore
1, 0.11764705882352941
2, 0.09126984126984126
3, 0.0
4, 0.19287330316742082
5, 0.07362637362637363
6, 0.0
7, 0.16279375386518244
8, 0.07246363457663768
9, 0.0
10, 0.0480593822195602
11, 0.0
12, 0.12383241758241754
13, 0.11344384545622935
14, 0.024837596266167692
15, 0.10255817711700065
16, 0.022324346405228755
17, 0.05137721755368813
18, 0.04664742548853201
19, 0.04601746307735418
20, 9.433962264150943E-4
21, 0.0026455026455026454
22, 0.10322181938210645
23, 0.004830917874396135
24, 0.09087456995640147
25, 0.03236726854331934
26, 0.0
27, 0.08321908115804544
28, 0.03368557504586916
29, 0.055712765678385616
30, 0.02156071776836804
31, 0.06640533251938424
32, 0.023386686930519335
33, 0.0
34, 0.0011003702180172768
35, 0.08194567223901543
36, 0.09895616956673454
37, 0.02015490592340687
38, 0.018623952703293627
39, 0.07091160802551363
40, 0.01020214491684639
41, 0.02595792060641415
42, 0.037360505437330715
43, 0.09910848479847457
44, 0.04364287785144323
45, 0.09645084732880704
46, 0.02099891329732569
47, 0.0969748968178367
48, 0.05454562030025247
49, 0.01834272065206544
50, 0.07818762148768482
51, 0.11951761739398055
52, 0.021397835447609207
53, 0.02624070897655803
54, 0.08632616597712249
55, 0.007756132756132756
56, 0.03052432156542669
57, 0.07684472752081732
58, 0.046454156930619064
59, 0.014677887706471448
60, 0.039030927225410204
61, 0.06102751982237144
62, 0.09589661314188992
63, 0.04891803389822373
64, 0.09061713424459064
65, 0.0734169218209638
66, 0.04415189314957909
67, 0.010825095302707243
68, 0.07723426347417078
69, 0.08093389488399365
70, 0.006860636146350432
71, 0.022205429775205066
72, 0.10505379444849278
73, 0.0
74, 0.07065369500843652
75, 0.04444245332830159
76, 0.06266335274978917
77, 0.07010684462774495
78, 2.564102564102564E-4
79, 0.0964275412360374
80, 0.07682809903838823
81, 0.012228173193955383
82, 0.09267149253068527
83, 0.03792341689745726
84, 0.10881181285916008
85, 0.0358824746428187
86, 5.537098560354374E-4
87, 0.04303651258900865
88, 0.05523424831053054
89, 0.04050726741474123
90, 0.07313904760244457
91, 0.09511947488983598
92, 9.881422924901185E-4
93, 0.0018651322205266473
94, 0.05035464323295329
95, 0.059895314029718566
96, 0.11946834459482013
97, 0.009736540664375716
98, 0.004727677234415779
99, 0.05992756233529493
100, 0.06152601528110658
101, 0.05024998511753337
102, 0.10210596314155723
103, 0.10141525371996081
104, 0.10750670292649901
105, 0.0745194426736634
106, 0.030337594792059237
107, 0.08463486685294162
108, 0.014043742244605126
109, 0.08518580170409376
110, 0.018672447032739486
111, 0.03621993825310179
112, 0.06027359356738303
113, 0.0521384585046101
114, 0.010646706214411708
115, 0.07639274237111372
116, 0.033532031888595444
117, 0.11045677283592065
118, 0.026282154928575992
119, 0.01653492725102896
120, 0.018047058880796423
121, 0.025308559914141368
122, 0.04815117647852878
123, 0.09998698785222541
124, 0.027870310946087985
125, 0.017561701915439973
126, 0.07102544256028648
127, 0.13626974955819796
128, 0.025018772556985872
129, 0.034375229141411015
130, 0.13457040090256436
131, 0.02306682737026332
132, 0.06667043467761034
133, 0.010885746727130372
134, 0.09364272987711589
135, 0.08300052810820704
136, 0.07193615448732839
137, 0.038273184028798486
138, 0.12237337747542079
139, 0.03016623678636401
140, 0.061961807314216334
141, 0.07122954537107291
142, 4.1425020712510354E-4
143, 0.005238400718869907
144, 0.09053313032227919
145, 0.009171128721353608
146, 0.06271833214237464
147, 0.0674602584134886
148, 0.08488006781534321
149, 0.008190405170270941
150, 0.014532643044925913
151, 0.005592447648825105
152, 0.030176733811303626
153, 0.05869412997458463
154, 0.09221615176387138
155, 0.013168059968033344
156, 0.025599893855798778
157, 0.03497308377632777
158, 0.025597116534807996
159, 0.11055679479405818
160, 0.08674947501272225
161, 0.07456381240814788
162, 0.029854549839836826
163, 0.0012019995455578277
164, 0.031764386840188896
165, 0.09683712592716098
166, 0.1145380601317318
167, 0.12402911830086868
