K, MeanJaccardScore
1, 0.0
2, 0.0
3, 0.049999999999999996
4, 0.0
5, 0.05465838509316769
6, 0.0
7, 0.0
8, 0.0
9, 0.0641025641025641
10, 0.02549923195084485
11, 0.09265183530528863
12, 0.05278785204500972
13, 0.04262173012173012
14, 0.0
15, 0.010317460317460317
16, 0.0
17, 0.01830561446590021
18, 0.07234959954331976
19, 0.11791750267767115
20, 0.0
21, 0.0038095238095238095
22, 0.017523722069176614
23, 0.006086956521739131
24, 0.048151409121727023
25, 0.03225301039956212
26, 0.004487179487179487
27, 0.06697091942189981
28, 0.0
29, 0.07557275747476894
30, 0.10035463858313512
31, 0.05930867058185747
32, 9.765625E-4
33, 0.017885115478698366
34, 0.005120798319327731
35, 0.043169635139984404
36, 0.020007770007770008
37, 0.05277546169438062
38, 0.011451165307673586
39, 0.05705128205128206
40, 0.06369237670224512
41, 0.0529956240767363
42, 0.025440344487963538
43, 0.014506303343512644
44, 0.027157856763119922
45, 0.002777777777777778
46, 0.04261480904501081
47, 0.010224586288416075
48, 0.025308641975308636
49, 0.021183103783385275
50, 0.015555555555555555
51, 0.0017050298380221654
52, 0.006054131054131053
53, 0.0047760911713245376
54, 0.021826557133574672
55, 0.06320558519755927
56, 0.0247245531772386
57, 0.032614160945989894
58, 0.03261583217679086
59, 0.021283962696681064
60, 0.018555555555555554
61, 0.015395266931448796
62, 0.004648956356736243
63, 0.04704628478005376
64, 0.028907987025785408
65, 0.02621400105271073
66, 0.019069698417524508
67, 0.06667645451565977
68, 0.014750406231136453
69, 0.03408910512743465
70, 0.07336934292702268
71, 0.030706505170681537
72, 0.020534737253487253
73, 0.019695487161240588
74, 0.03273504349019223
75, 0.02399951501997342
76, 0.01589391914988376
77, 0.037387535883776475
78, 0.06927859796632073
79, 0.09512631481544272
80, 0.0020833333333333333
81, 0.030856191911176115
82, 0.054101998541265024
83, 0.022221208064581558
84, 0.02252929937895228
85, 0.03317134262388483
86, 0.05059209082625924
87, 0.07785107593772196
88, 0.07166920488367345
89, 0.05755078511074392
90, 0.03071703637216417
91, 0.026119001638590753
92, 0.017231470220600658
93, 0.06669099835984627
94, 0.006648936170212766
95, 0.03874974069783175
96, 0.046228042343615515
97, 0.04315716504773301
98, 0.03615456302378675
99, 0.09951833596968826
100, 0.03305086461229836
101, 0.03860347103648964
102, 0.0013574660633484165
103, 0.01636567672388932
104, 0.032378349926426846
105, 0.06378031647537447
106, 0.05394397770024571
107, 0.022329876769129106
108, 0.034568758576962164
109, 0.07159276706348879
110, 0.09050433120518245
111, 0.03082778972808916
112, 0.047235761008749544
113, 0.03093868015263122
114, 0.016268910183383868
115, 0.0012123745819397993
116, 0.0116934108012155
117, 0.03709745110640826
118, 0.060282613961877764
119, 0.005700916730328495
120, 0.041328440651484756
121, 0.03191634035412016
122, 0.0514817418797487
123, 0.041833699954709445
124, 0.03788795051172168
125, 0.023138375814072406
126, 0.04131895393647869
127, 0.0
