Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00469	0,00000	1,774E-3	1,006E-2
2	0,00469	0,00000	4,712E-4	1,717E-3
3	0,00469	0,00000	1,19E-2	8,099E-2
4	0,00469	0,00000	2,318E-4	7,776E-4
5	0,00469	0,00000	3,386E-3	1,612E-2
6	0,00469	0,00000	5,828E-3	3,001E-2
7	0,00469	0,00000	2,382E-3	1,536E-2
8	0,00469	0,00000	1,918E-3	1,3E-2
9	0,00469	0,00000	8,511E-4	2,9E-3
10	0,00732	0,00422	5,975E-4	1,651E-3
