Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00478	0,00000	3,182E18	1,764E19
2	0,00478	0,00000	2,598E18	1,307E19
3	0,00478	0,00000	3,91E17	8,761E17
4	0,00478	0,00000	2,099E18	1,273E19
5	0,00478	0,00000	1,195E18	3,891E18
6	0,00478	0,00000	5,089E17	1,732E18
7	0,00478	0,00000	1,188E18	4,134E18
8	0,00478	0,00000	5,253E20	3,305E21
9	0,00947	0,00067	9,201E18	2,474E19
10	0,01541	0,00863	3,66E20	2,178E21
