Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00741	0,00000	5,194E24	2,174E25
2	0,00741	0,00000	1,125E25	6,754E25
3	0,00741	0,00000	3,737E24	1,3E25
4	0,00741	0,00000	1,679E24	1,006E25
5	0,00741	0,00000	1,54E25	1,033E26
6	0,00800	0,00201	2,128E24	1,306E25
7	0,01481	0,00000	1,21E25	5,47E25
8	0,01985	0,00346	2,263E25	6,488E25
9	0,03067	0,00574	1,457E25	6,977E25
10	0,07822	0,04133	2,066E26	8,263E26
