Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00862	0,00000	2,438E10	1,37E11
2	0,00862	0,00000	5,055E10	1,967E11
3	0,00862	0,00000	1,253E11	7,031E11
4	0,00862	0,00000	3,418E9	1,062E10
5	0,00862	0,00000	2,969E10	1,374E11
6	0,00862	0,00000	2,755E10	1,548E11
7	0,00862	0,00000	2,825E10	1,39E11
8	0,00862	0,00000	2,835E11	1,893E12
9	0,00862	0,00000	1,814E10	6,261E10
10	0,01017	0,00446	7,354E10	2,832E11
