Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00529	0,00000	0E0	0E0
2	0,00529	0,00000	0E0	0E0
3	0,00529	0,00000	0E0	0E0
4	0,00529	0,00000	0E0	0E0
5	0,00529	0,00000	4,178E4	2,415E5
6	0,00529	0,00000	2,508E3	1,329E4
7	0,00529	0,00000	0E0	0E0
8	0,00751	0,00261	0E0	0E0
9	0,01090	0,00126	5,667E4	3,288E5
10	0,03333	0,02353	2,223E5	1,21E6
