Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00325	0,00000	2,691E-4	1,029E-3
2	0,00325	0,00000	5,941E-4	2,372E-3
3	0,00325	0,00000	5,972E-5	1,558E-4
4	0,00513	0,00160	5,281E-4	1,605E-3
5	0,00649	0,00000	5,318E-4	2,972E-3
6	0,00883	0,00146	9,778E-4	3,963E-3
7	0,01065	0,00146	1,346E-3	3,431E-3
8	0,01383	0,00142	7,287E-4	1,711E-3
9	0,01929	0,00210	2,322E-3	5,309E-3
10	0,03455	0,01437	1,179E-2	2,817E-2
