Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,01042	0,00000	1,297E0	2,003E0
2	0,01042	0,00000	1,295E0	2,868E0
3	0,01042	0,00000	1,425E0	3,055E0
4	0,01042	0,00000	4,387E-1	7,536E-1
5	0,01042	0,00000	9,663E-1	1,668E0
6	0,01042	0,00000	1,519E0	3,458E0
7	0,01042	0,00000	6,383E-1	1,12E0
8	0,01938	0,00361	1,621E0	1,906E0
9	0,02750	0,00500	5,772E0	7,039E0
10	0,07604	0,05481	2,736E1	3,517E1
