Groupe	Moyenne_Fréquence	Écart_Type_Fréquence	Moyenne_Volume	Écart_Type_Volume
1	0,00130	0,00000	9,235E7	2,903E8
2	0,00130	0,00000	1,407E8	3,182E8
3	0,00130	0,00000	2,733E7	8,605E7
4	0,00130	0,00000	1,454E8	5,221E8
5	0,00130	0,00000	2,825E8	1,093E9
6	0,00130	0,00000	1,46E7	4,574E7
7	0,00130	0,00000	5,623E8	2,064E9
8	0,00130	0,00000	5,679E7	2,062E8
9	0,00143	0,00039	1,556E8	4,684E8
10	0,00367	0,00170	4,327E9	1,022E10
